QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
31122041.00018,Major Changes to how things work,47,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00018,He would tear down the system completely,32,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00018,Don't know/Refused,2,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Very good for the country,32,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Somewhat good for the country,10,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Somewhat bad for the country,5,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Very bad for the country,34,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Neither good nor bad,13,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Don't know/Refused,1,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00019,Nothing would change,2,"(If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?) (If Trump major/minor change or tear down the system, ask:) Do you think the changes that Trump would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00020,Nothing would change,11,"If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00020,Minor changes to how things work,38,"If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00020,Major changes to how things work,26,"If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00020,She would tear down the system completely,21,"If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00020,Don't know/Refused,4,"If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Very good for the country,20,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Somewhat good for the country,17,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Somewhat bad for the country,6,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Very bad for the country,28,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Neither good nor bad,14,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Change-Don't know/Refused,1,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Nothing would change,11,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00021,Don't know/Refused,4,"(If Kamala Harris won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or she would tear down the system completely?) (If Harris major/minor change or tear down the system, ask:) Do you think the changes that Harris would make would be good for the country or bad for the country, or neither good nor bad? Is that very or somewhat?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00022,Very well,29,"For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well....Will bring about the right kind of change",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00022,Somewhat well,22,"For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well....Will bring about the right kind of change",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00022,Not too well,11,"For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well....Will bring about the right kind of change",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00022,Not at all well,34,"For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well....Will bring about the right kind of change",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00022,Don't know/Refused,4,"For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well....Will bring about the right kind of change",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00023,Very well,22,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00023,Somewhat well,24,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00023,Not too well,14,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00023,Not at all well,36,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00023,Don't know/Refused,4,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00025,Very well,39,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is qualified",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00025,Somewhat well,17,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is qualified",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00025,Not too well,9,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is qualified",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00025,Not at all well,32,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is qualified",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00025,Don't know/Refused,2,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is qualified",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00027,Very well,29,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00027,Somewhat well,22,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00027,Not too well,12,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00027,Not at all well,34,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00027,Don't know/Refused,2,"(For each of the following, please tell me if this describes Kamala Harris very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00032,Very well,28,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Flip-flops on issues that matter",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00032,Somewhat well,21,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Flip-flops on issues that matter",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00032,Not too well,14,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Flip-flops on issues that matter",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00032,Not at all well,31,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Flip-flops on issues that matter",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00032,Don't know/Refused,5,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Flip-flops on issues that matter",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00029,Very well,21,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00029,Somewhat well,21,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00029,Not too well,13,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00029,Not at all well,43,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00029,Don't know/Refused,2,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Can unify the country",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00033,Very well,42,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00033,Somewhat well,17,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00033,Not too well,7,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00033,Not at all well,33,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00033,Don't know/Refused,1,"(For each of the following, please tell me if this describes Donald Trump very well, somewhat well, not too well, or not at all well.)...Is a strong leader",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00036,Harris,39,"Regardless of how you might vote, tell me whether you trust Kamala Harris or Donald Trump to do a better job on each of the following....The economy",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00036,Trump,58,"Regardless of how you might vote, tell me whether you trust Kamala Harris or Donald Trump to do a better job on each of the following....The economy",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00036,Don't know/Refused,3,"Regardless of how you might vote, tell me whether you trust Kamala Harris or Donald Trump to do a better job on each of the following....The economy",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00035,"Harris, the Democrat",46,"Which candidate do you think would do a better job of handling the issue you think is most important?...Kamala Harris, the Democrat, Donald Trump, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00035,"Trump, the Republican",47,"Which candidate do you think would do a better job of handling the issue you think is most important?...Kamala Harris, the Democrat, Donald Trump, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00035,Neither candidate (Vol.),4,"Which candidate do you think would do a better job of handling the issue you think is most important?...Kamala Harris, the Democrat, Donald Trump, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00035,Someone else (Vol.),1,"Which candidate do you think would do a better job of handling the issue you think is most important?...Kamala Harris, the Democrat, Donald Trump, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00035,Don't know/Refused,2,"Which candidate do you think would do a better job of handling the issue you think is most important?...Kamala Harris, the Democrat, Donald Trump, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00037,Harris,58,"(Regardless of how you might vote, tell me whether you trust Kamala Harris or Donald Trump to do a better job on each of the following.)...Abortion",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00037,Trump,34,"(Regardless of how you might vote, tell me whether you trust Kamala Harris or Donald Trump to do a better job on each of the following.)...Abortion",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
