"Year","ID","Name","Poverty Universe","Number in Poverty","90% Confidence Interval","Percent in Poverty","90% Confidence Interval"
"2016","13285","Troup County","67,572","13,731","11,693 to 15,769","20.3","17.3 to 23.3"
"2016","13287","Turner County","7,672","2,329","1,865 to 2,793","30.4","24.4 to 36.4"
"2016","13289","Twiggs County","8,062","1,893","1,501 to 2,285","23.5","18.6 to 28.4"
"2016","13291","Union County","22,623","3,483","2,807 to 4,159","15.4","12.4 to 18.4"
"2016","13293","Upson County","25,874","5,124","4,050 to 6,198","19.8","15.6 to 24.0"
"2016","13295","Walker County","66,439","12,349","10,419 to 14,279","18.6","15.7 to 21.5"
"2016","13297","Walton County","89,268","11,385","9,385 to 13,385","12.8","10.6 to 15.0"
"2016","13299","Ware County","33,340","8,501","6,954 to 10,048","25.5","20.9 to 30.1"
"2016","13301","Warren County","5,358","1,511","1,214 to 1,808","28.2","22.7 to 33.7"
"2016","13303","Washington County","18,812","5,063","4,149 to 5,977","26.9","22.0 to 31.8"
"2016","13305","Wayne County","27,974","6,217","4,952 to 7,482","22.2","17.7 to 26.7"
"2016","13307","Webster County","2,591","539","418 to 660","20.8","16.1 to 25.5"
"2016","13309","Wheeler County","5,398","2,111","1,637 to 2,585","39.1","30.3 to 47.9"
"2016","13311","White County","28,197","4,030","3,214 to 4,846","14.3","11.4 to 17.2"
"2016","13313","Whitfield County","103,332","16,688","14,193 to 19,183","16.1","13.7 to 18.5"
"2016","13315","Wilcox County","6,821","2,115","1,673 to 2,557","31.0","24.5 to 37.5"
"2016","13317","Wilkes County","9,660","2,213","1,778 to 2,648","22.9","18.4 to 27.4"
"2016","13319","Wilkinson County","8,967","1,875","1,498 to 2,252","20.9","16.7 to 25.1"
"2016","13321","Worth County","20,514","4,334","3,421 to 5,247","21.1","16.6 to 25.6"
"2012","00000","United States","306,086,063","48,760,123","48,528,543 to 48,991,703","15.9","15.8 to 16.0"
"2012","13000","Georgia","9,652,654","1,852,459","1,826,052 to 1,878,866","19.2","18.9 to 19.5"
"2012","13001","Appling County","17,864","3,874","3,057 to 4,691","21.7","17.1 to 26.3"
"2012","13003","Atkinson County","8,244","2,152","1,741 to 2,563","26.1","21.1 to 31.1"
"2012","13005","Bacon County","10,836","2,580","2,082 to 3,078","23.8","19.2 to 28.4"
"2012","13007","Baker County","3,355","871","681 to 1,061","26.0","20.3 to 31.7"
"2012","13009","Baldwin County","40,649","11,963","10,270 to 13,656","29.4","25.2 to 33.6"
"2012","13011","Banks County","18,268","3,218","2,588 to 3,848","17.6","14.2 to 21.0"
"2012","13013","Barrow County","69,791","10,272","8,627 to 11,917","14.7","12.3 to 17.1"
"2012","13015","Bartow County","99,402","16,437","13,760 to 19,114","16.5","13.8 to 19.2"
"2012","13017","Ben Hill County","17,224","5,001","4,114 to 5,888","29.0","23.9 to 34.1"
"2012","13019","Berrien County","18,655","4,509","3,668 to 5,350","24.2","19.7 to 28.7"
"2012","13021","Bibb County","150,403","41,206","37,167 to 45,245","27.4","24.7 to 30.1"
"2012","13023","Bleckley County","11,674","2,369","1,888 to 2,850","20.3","16.2 to 24.4"
"2012","13025","Brantley County","18,423","4,042","3,243 to 4,841","21.9","17.6 to 26.2"
"2012","13027","Brooks County","15,374","4,116","3,377 to 4,855","26.8","22.0 to 31.6"
"2012","13029","Bryan County","32,054","3,582","2,920 to 4,244","11.2","9.1 to 13.3"
"2012","13031","Bulloch County","67,867","21,380","19,220 to 23,540","31.5","28.3 to 34.7"
"2012","13033","Burke County","22,828","6,892","5,847 to 7,937","30.2","25.6 to 34.8"
"2012","13035","Butts County","20,919","4,188","3,358 to 5,018","20.0","16.0 to 24.0"
"2012","13037","Calhoun County","4,817","1,843","1,450 to 2,236","38.3","30.1 to 46.5"
"2012","13039","Camden County","49,485","7,029","5,765 to 8,293","14.2","11.6 to 16.8"
"2012","13043","Candler County","10,793","2,990","2,429 to 3,551","27.7","22.5 to 32.9"
"2012","13045","Carroll County","107,652","21,761","18,657 to 24,865","20.2","17.3 to 23.1"
"2012","13047","Catoosa County","64,447","9,528","7,806 to 11,250","14.8","12.1 to 17.5"
"2012","13049","Charlton County","10,209","3,200","2,493 to 3,907","31.3","24.4 to 38.2"
"2012","13051","Chatham County","263,032","53,444","47,828 to 59,060","20.3","18.2 to 22.4"
"2012","13053","Chattahoochee County","9,762","1,966","1,559 to 2,373","20.1","15.9 to 24.3"
"2012","13055","Chattooga County","23,703","5,523","4,567 to 6,479","23.3","19.3 to 27.3"
"2012","13057","Cherokee County","219,577","21,055","17,614 to 24,496","9.6","8.0 to 11.2"
"2012","13059","Clarke County","108,680","37,162","34,145 to 40,179","34.2","31.4 to 37.0"
"2012","13061","Clay County","3,052","1,039","840 to 1,238","34.0","27.5 to 40.5"
"2012","13063","Clayton County","260,937","74,049","68,411 to 79,687","28.4","26.2 to 30.6"
"2012","13065","Clinch County","6,614","1,757","1,401 to 2,113","26.6","21.2 to 32.0"
"2012","13067","Cobb County","697,638","96,826","88,270 to 105,382","13.9","12.7 to 15.1"
"2012","13069","Coffee County","39,764","10,922","9,090 to 12,754","27.5","22.9 to 32.1"
"2012","13071","Colquitt County","45,304","12,327","10,366 to 14,288","27.2","22.9 to 31.5"
"2012","13073","Columbia County","130,751","13,065","11,316 to 14,814","10.0","8.7 to 11.3"
"2012","13075","Cook County","16,752","4,623","3,855 to 5,391","27.6","23.0 to 32.2"
"2012","13077","Coweta County","130,090","16,450","14,116 to 18,784","12.6","10.8 to 14.4"
"2012","13079","Crawford County","12,471","2,464","1,974 to 2,954","19.8","15.9 to 23.7"
"2012","13081","Crisp County","23,174","7,570","6,282 to 8,858","32.7","27.1 to 38.3"
"2012","13083","Dade County","15,507","2,597","2,088 to 3,106","16.7","13.4 to 20.0"
"2012","13085","Dawson County","22,187","2,865","2,279 to 3,451","12.9","10.3 to 15.5"
"2012","13087","Decatur County","26,469","8,772","7,661 to 9,883","33.1","28.9 to 37.3"
"2012","13089","DeKalb County","693,920","146,492","136,704 to 156,280","21.1","19.7 to 22.5"
"2012","13091","Dodge County","19,455","4,862","3,863 to 5,861","25.0","19.9 to 30.1"
"2012","13093","Dooly County","12,355","4,049","3,212 to 4,886","32.8","26.0 to 39.6"
"2012","13095","Dougherty County","91,034","31,101","28,109 to 34,093","34.2","30.9 to 37.5"
"2012","13097","Douglas County","132,432","20,066","17,091 to 23,041","15.2","13.0 to 17.4"
"2012","13099","Early County","10,469","3,454","2,918 to 3,990","33.0","27.9 to 38.1"
"2012","13101","Echols County","3,968","1,177","960 to 1,394","29.7","24.2 to 35.2"
"2012","13103","Effingham County","52,609","6,361","5,222 to 7,500","12.1","9.9 to 14.3"
"2012","13105","Elbert County","19,405","3,922","3,091 to 4,753","20.2","15.9 to 24.5"
"2012","13107","Emanuel County","21,682","6,583","5,503 to 7,663","30.4","25.4 to 35.4"
"2012","13109","Evans County","10,276","2,970","2,456 to 3,484","28.9","23.9 to 33.9"
"2012","13111","Fannin County","23,289","5,010","4,079 to 5,941","21.5","17.5 to 25.5"
"2012","13113","Fayette County","106,892","7,974","6,637 to 9,311","7.5","6.2 to 8.8"
"2012","13115","Floyd County","92,276","21,533","18,996 to 24,070","23.3","20.6 to 26.0"
"2012","13117","Forsyth County","187,188","12,383","10,356 to 14,410","6.6","5.5 to 7.7"
"2012","13119","Franklin County","21,234","4,286","3,457 to 5,115","20.2","16.3 to 24.1"
"2012","13121","Fulton County","947,953","179,513","166,956 to 192,070","18.9","17.6 to 20.2"
"2012","13123","Gilmer County","27,978","5,355","4,293 to 6,417","19.1","15.3 to 22.9"
"2012","13125","Glascock County","3,048","625","499 to 751","20.5","16.4 to 24.6"
"2012","13127","Glynn County","79,924","15,675","13,235 to 18,115","19.6","16.5 to 22.7"
"2012","13129","Gordon County","54,909","10,238","8,631 to 11,845","18.6","15.7 to 21.5"
"2012","13131","Grady County","25,206","6,525","5,507 to 7,543","25.9","21.9 to 29.9"
"2012","13133","Greene County","15,918","3,583","2,930 to 4,236","22.5","18.4 to 26.6"
"2012","13135","Gwinnett County","835,077","122,941","112,219 to 133,663","14.7","13.4 to 16.0"
"2012","13137","Habersham County","40,891","6,966","5,673 to 8,259","17.0","13.8 to 20.2"
"2012","13139","Hall County","182,474","35,181","31,180 to 39,182","19.3","17.1 to 21.5"
"2012","13141","Hancock County","7,574","2,902","2,299 to 3,505","38.3","30.3 to 46.3"
"2012","13143","Haralson County","27,990","6,050","5,046 to 7,054","21.6","18.0 to 25.2"
"2012","13145","Harris County","32,122","3,491","2,831 to 4,151","10.9","8.8 to 13.0"
"2012","13147","Hart County","24,683","6,214","5,317 to 7,111","25.2","21.6 to 28.8"
"2012","13149","Heard County","11,479","2,462","1,970 to 2,954","21.4","17.1 to 25.7"
"2012","13151","Henry County","207,846","27,359","24,144 to 30,574","13.2","11.7 to 14.7"
"2012","13153","Houston County","144,217","24,225","21,586 to 26,864","16.8","15.0 to 18.6"
"2012","13155","Irwin County","8,811","2,260","1,831 to 2,689","25.6","20.7 to 30.5"
"2012","13157","Jackson County","59,847","9,564","8,125 to 11,003","16.0","13.6 to 18.4"
"2012","13159","Jasper County","13,490","2,745","2,243 to 3,247","20.3","16.6 to 24.0"
"2012","13161","Jeff Davis County","14,966","3,709","3,018 to 4,400","24.8","20.2 to 29.4"
"2012","13163","Jefferson County","15,971","4,491","3,722 to 5,260","28.1","23.3 to 32.9"
"2012","13165","Jenkins County","7,982","2,994","2,373 to 3,615","37.5","29.7 to 45.3"
"2012","13167","Johnson County","8,115","2,645","2,097 to 3,193","32.6","25.9 to 39.3"
"2012","13169","Jones County","28,237","3,932","3,172 to 4,692","13.9","11.2 to 16.6"
"2012","13171","Lamar County","16,889","3,398","2,768 to 4,028","20.1","16.4 to 23.8"
"2012","13173","Lanier County","10,109","2,372","1,872 to 2,872","23.5","18.6 to 28.4"
"2012","13175","Laurens County","46,998","13,609","12,286 to 14,932","29.0","26.2 to 31.8"
"2012","13177","Lee County","27,869","3,223","2,627 to 3,819","11.6","9.5 to 13.7"
"2012","13179","Liberty County","62,739","11,455","9,596 to 13,314","18.3","15.3 to 21.3"
"2012","13181","Lincoln County","7,670","1,567","1,249 to 1,885","20.4","16.3 to 24.5"
"2012","13183","Long County","15,696","3,385","2,683 to 4,087","21.6","17.1 to 26.1"
"2012","13185","Lowndes County","107,853","27,240","24,228 to 30,252","25.3","22.5 to 28.1"
"2012","13187","Lumpkin County","28,253","5,504","4,534 to 6,474","19.5","16.1 to 22.9"
"2012","13189","McDuffie County","21,367","5,238","4,437 to 6,039","24.5","20.8 to 28.2"
"2012","13191","McIntosh County","13,734","3,166","2,488 to 3,844","23.1","18.2 to 28.0"
"2012","13193","Macon County","12,313","4,291","3,558 to 5,024","34.8","28.8 to 40.8"
"2012","13195","Madison County","27,692","4,745","3,770 to 5,720","17.1","13.6 to 20.6"
"2012","13197","Marion County","8,626","2,086","1,654 to 2,518","24.2","19.2 to 29.2"
"2012","13199","Meriwether County","20,992","4,736","3,884 to 5,588","22.6","18.5 to 26.7"
"2012","13201","Miller County","5,801","1,531","1,255 to 1,807","26.4","21.6 to 31.2"
"2012","13205","Mitchell County","20,918","6,310","5,160 to 7,460","30.2","24.7 to 35.7"
"2012","13207","Monroe County","25,459","3,568","2,891 to 4,245","14.0","11.3 to 16.7"
"2012","13209","Montgomery County","8,315","2,507","2,147 to 2,867","30.2","25.9 to 34.5"
"2012","13211","Morgan County","17,696","2,591","2,023 to 3,159","14.6","11.4 to 17.8"
"2012","13213","Murray County","39,022","8,534","7,316 to 9,752","21.9","18.8 to 25.0"
"2012","13215","Muscogee County","191,457","35,501","31,507 to 39,495","18.5","16.4 to 20.6"
"2012","13217","Newton County","99,551","15,996","13,263 to 18,729","16.1","13.4 to 18.8"
"2012","13219","Oconee County","33,480","2,914","2,397 to 3,431","8.7","7.2 to 10.2"
"2012","13221","Oglethorpe County","14,423","2,333","1,845 to 2,821","16.2","12.8 to 19.6"
"2012","13223","Paulding County","143,840","17,248","14,873 to 19,623","12.0","10.3 to 13.7"
"2012","13225","Peach County","25,777","6,414","5,432 to 7,396","24.9","21.1 to 28.7"
"2012","13227","Pickens County","28,932","4,089","3,274 to 4,904","14.1","11.3 to 16.9"
"2012","13229","Pierce County","18,667","3,890","3,151 to 4,629","20.8","16.8 to 24.8"
"2012","13231","Pike County","17,476","2,210","1,772 to 2,648","12.6","10.1 to 15.1"
"2012","13233","Polk County","40,678","8,370","6,780 to 9,960","20.6","16.7 to 24.5"
"2012","13235","Pulaski County","10,463","2,632","2,097 to 3,167","25.2","20.1 to 30.3"
"2012","13237","Putnam County","20,979","4,331","3,491 to 5,171","20.6","16.6 to 24.6"
"2012","13239","Quitman County","2,400","641","503 to 779","26.7","20.9 to 32.5"
"2012","13241","Rabun County","16,044","3,198","2,637 to 3,759","19.9","16.4 to 23.4"
"2012","13243","Randolph County","7,047","2,163","1,729 to 2,597","30.7","24.5 to 36.9"
"2012","13245","Richmond County","192,377","52,680","47,266 to 58,094","27.4","24.6 to 30.2"
"2012","13247","Rockdale County","84,855","14,945","12,941 to 16,949","17.6","15.2 to 20.0"
"2012","13249","Schley County","4,981","990","788 to 1,192","19.9","15.9 to 23.9"
"2012","13251","Screven County","13,793","3,630","2,960 to 4,300","26.3","21.4 to 31.2"
"2012","13253","Seminole County","8,817","2,060","1,589 to 2,531","23.4","18.1 to 28.7"
"2012","13255","Spalding County","62,603","16,907","14,876 to 18,938","27.0","23.8 to 30.2"
"2012","13257","Stephens County","25,275","5,680","4,612 to 6,748","22.5","18.3 to 26.7"
"2012","13259","Stewart County","4,201","1,916","1,558 to 2,274","45.6","37.1 to 54.1"
"2012","13261","Sumter County","29,830","9,227","7,717 to 10,737","30.9","25.8 to 36.0"
"2012","13263","Talbot County","6,493","1,614","1,307 to 1,921","24.9","20.2 to 29.6"
"2012","13265","Taliaferro County","1,677","503","399 to 607","30.0","23.8 to 36.2"
"2012","13267","Tattnall County","20,609","5,814","4,667 to 6,961","28.2","22.6 to 33.8"
"2012","13269","Taylor County","8,319","2,374","1,930 to 2,818","28.5","23.2 to 33.8"
"2012","13271","Telfair County","12,969","5,340","4,397 to 6,283","41.2","33.9 to 48.5"
"2012","13273","Terrell County","8,768","2,459","1,971 to 2,947","28.0","22.4 to 33.6"
"2012","13275","Thomas County","43,897","11,168","9,771 to 12,565","25.4","22.2 to 28.6"
"2012","13277","Tift County","39,603","10,197","8,276 to 12,118","25.7","20.8 to 30.6"
"2012","13279","Toombs County","26,961","8,060","6,789 to 9,331","29.9","25.2 to 34.6"
"2012","13281","Towns County","9,663","1,780","1,430 to 2,130","18.4","14.8 to 22.0"
"2012","13283","Treutlen County","6,370","1,940","1,547 to 2,333","30.5","24.3 to 36.7"
"2012","13285","Troup County","66,394","14,520","12,691 to 16,349","21.9","19.1 to 24.7"
"2012","13287","Turner County","8,052","2,489","2,007 to 2,971","30.9","24.9 to 36.9"
"2012","13289","Twiggs County","8,339","1,983","1,617 to 2,349","23.8","19.4 to 28.2"
"2012","13291","Union County","21,120","4,109","3,382 to 4,836","19.5","16.1 to 22.9"
"2012","13293","Upson County","26,170","6,062","5,073 to 7,051","23.2","19.4 to 27.0"
"2012","13295","Walker County","66,666","13,614","11,579 to 15,649","20.4","17.3 to 23.5"
"2012","13297","Walton County","83,683","12,260","10,201 to 14,319","14.7","12.2 to 17.2"
"2012","13299","Ware County","33,380","8,721","7,276 to 10,166","26.1","21.8 to 30.4"
"2012","13301","Warren County","5,493","1,580","1,266 to 1,894","28.8","23.1 to 34.5"
"2012","13303","Washington County","18,968","5,185","4,230 to 6,140","27.3","22.3 to 32.3"
"2012","13305","Wayne County","27,971","6,367","5,200 to 7,534","22.8","18.6 to 27.0"
"2012","13307","Webster County","2,786","613","489 to 737","22.0","17.5 to 26.5"
"2012","13309","Wheeler County","5,313","2,556","2,032 to 3,080","48.1","38.2 to 58.0"
"2012","13311","White County","26,928","4,966","4,047 to 5,885","18.4","15.0 to 21.8"
"2012","13313","Whitfield County","102,264","20,324","17,743 to 22,905","19.9","17.4 to 22.4"
"2012","13315","Wilcox County","7,033","2,286","1,790 to 2,782","32.5","25.5 to 39.5"
"2012","13317","Wilkes County","9,923","2,571","2,129 to 3,013","25.9","21.4 to 30.4"
"2012","13319","Wilkinson County","9,440","2,021","1,621 to 2,421","21.4","17.2 to 25.6"
"2012","13321","Worth County","21,556","4,607","3,627 to 5,587","21.4","16.9 to 25.9"
